Lay,Row,Col,R_C,Val,SP,Group,Zone,sp,spLen,tte,Mass (ug),Mass (ug/month)
1,223,634,223_634,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,222,637,222_637,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,222,636,222_636,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,222,635,222_635,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,222,634,222_634,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,640,221_640,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,639,221_639,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,638,221_638,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,637,221_637,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,636,221_636,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,635,221_635,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,221,634,221_634,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,640,220_640,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,639,220_639,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,638,220_638,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,637,220_637,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,636,220_636,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,635,220_635,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,220,634,220_634,3052.0,49,5.0,12.0,49,31,1492,94612.0,94612.0
1,226,629,226_629,0.0,49,,,49,31,1492,0.0,0.0
1,226,628,226_628,0.0,49,,,49,31,1492,0.0,0.0
1,226,627,226_627,0.0,49,,,49,31,1492,0.0,0.0
1,226,626,226_626,0.0,49,,,49,31,1492,0.0,0.0
1,225,629,225_629,0.0,49,,,49,31,1492,0.0,0.0
1,225,628,225_628,0.0,49,,,49,31,1492,0.0,0.0
1,225,627,225_627,0.0,49,,,49,31,1492,0.0,0.0
1,225,626,225_626,0.0,49,,,49,31,1492,0.0,0.0
1,224,629,224_629,0.0,49,,,49,31,1492,0.0,0.0
1,224,628,224_628,0.0,49,,,49,31,1492,0.0,0.0
1,224,627,224_627,0.0,49,,,49,31,1492,0.0,0.0
1,224,626,224_626,0.0,49,,,49,31,1492,0.0,0.0
1,223,629,223_629,0.0,49,,,49,31,1492,0.0,0.0
1,223,628,223_628,0.0,49,,,49,31,1492,0.0,0.0
1,223,627,223_627,0.0,49,,,49,31,1492,0.0,0.0
1,223,626,223_626,0.0,49,,,49,31,1492,0.0,0.0
1,222,629,222_629,0.0,49,,,49,31,1492,0.0,0.0
1,222,628,222_628,0.0,49,,,49,31,1492,0.0,0.0
1,222,627,222_627,0.0,49,,,49,31,1492,0.0,0.0
1,222,626,222_626,0.0,49,,,49,31,1492,0.0,0.0
1,221,629,221_629,0.0,49,,,49,31,1492,0.0,0.0
1,221,628,221_628,0.0,49,,,49,31,1492,0.0,0.0
1,221,627,221_627,0.0,49,,,49,31,1492,0.0,0.0
1,221,626,221_626,0.0,49,,,49,31,1492,0.0,0.0
1,220,629,220_629,0.0,49,,,49,31,1492,0.0,0.0
1,220,628,220_628,0.0,49,,,49,31,1492,0.0,0.0
1,220,627,220_627,0.0,49,,,49,31,1492,0.0,0.0
1,220,626,220_626,0.0,49,,,49,31,1492,0.0,0.0
1,219,629,219_629,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,219,628,219_628,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,219,627,219_627,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,219,626,219_626,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,218,629,218_629,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,218,628,218_628,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,218,627,218_627,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,218,626,218_626,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,217,629,217_629,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,217,628,217_628,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,217,627,217_627,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,217,626,217_626,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,216,629,216_629,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,216,628,216_628,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,216,627,216_627,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,216,626,216_626,14040.0,49,5.0,13.0,49,31,1492,435240.0,435240.0
1,215,600,215_600,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,215,599,215_599,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,215,598,215_598,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,215,597,215_597,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,215,596,215_596,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,214,600,214_600,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,214,599,214_599,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,214,598,214_598,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,214,597,214_597,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,214,596,214_596,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,213,600,213_600,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,213,599,213_599,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,213,598,213_598,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,213,597,213_597,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,213,596,213_596,92580.0,49,3.0,9.0,49,31,1492,2869980.0,2869980.0
1,212,599,212_599,0.0,49,,,49,31,1492,0.0,0.0
1,212,598,212_598,0.0,49,,,49,31,1492,0.0,0.0
1,212,597,212_597,0.0,49,,,49,31,1492,0.0,0.0
1,212,596,212_596,0.0,49,,,49,31,1492,0.0,0.0
1,212,595,212_595,0.0,49,,,49,31,1492,0.0,0.0
1,211,599,211_599,0.0,49,,,49,31,1492,0.0,0.0
1,211,598,211_598,0.0,49,,,49,31,1492,0.0,0.0
1,211,597,211_597,0.0,49,,,49,31,1492,0.0,0.0
1,211,596,211_596,0.0,49,,,49,31,1492,0.0,0.0
1,211,595,211_595,0.0,49,,,49,31,1492,0.0,0.0
1,210,599,210_599,0.0,49,,,49,31,1492,0.0,0.0
1,210,598,210_598,0.0,49,,,49,31,1492,0.0,0.0
1,210,597,210_597,0.0,49,,,49,31,1492,0.0,0.0
1,210,596,210_596,0.0,49,,,49,31,1492,0.0,0.0
1,210,595,210_595,0.0,49,,,49,31,1492,0.0,0.0
1,339,174,339_174,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,339,173,339_173,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,339,172,339_172,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,338,174,338_174,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,338,173,338_173,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,338,172,338_172,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,337,174,337_174,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,337,173,337_173,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,337,172,337_172,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,336,174,336_174,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,336,173,336_173,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,336,172,336_172,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,335,174,335_174,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,335,173,335_173,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,335,172,335_172,183100.0,49,2.0,19.0,49,31,1492,5676100.0,5676100.0
1,343,180,343_180,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,343,179,343_179,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,342,180,342_180,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,342,179,342_179,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,341,180,341_180,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,341,179,341_179,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,340,180,340_180,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,340,179,340_179,183100.0,49,2.0,18.0,49,31,1492,5676100.0,5676100.0
1,339,179,339_179,0.0,49,,,49,31,1492,0.0,0.0
1,339,178,339_178,0.0,49,,,49,31,1492,0.0,0.0
1,338,179,338_179,0.0,49,,,49,31,1492,0.0,0.0
1,338,178,338_178,0.0,49,,,49,31,1492,0.0,0.0
1,337,179,337_179,0.0,49,,,49,31,1492,0.0,0.0
1,337,178,337_178,0.0,49,,,49,31,1492,0.0,0.0
1,339,177,339_177,0.0,49,,,49,31,1492,0.0,0.0
1,338,177,338_177,0.0,49,,,49,31,1492,0.0,0.0
1,337,177,337_177,0.0,49,,,49,31,1492,0.0,0.0
1,336,177,336_177,0.0,49,,,49,31,1492,0.0,0.0
1,336,176,336_176,0.0,49,,,49,31,1492,0.0,0.0
1,336,175,336_175,0.0,49,,,49,31,1492,0.0,0.0
1,342,178,342_178,0.0,49,,,49,31,1492,0.0,0.0
1,342,177,342_177,0.0,49,,,49,31,1492,0.0,0.0
1,341,178,341_178,0.0,49,,,49,31,1492,0.0,0.0
1,341,177,341_177,0.0,49,,,49,31,1492,0.0,0.0
1,340,178,340_178,0.0,49,,,49,31,1492,0.0,0.0
1,340,177,340_177,0.0,49,,,49,31,1492,0.0,0.0
1,339,176,339_176,622400.0,49,2.0,6.0,49,31,1492,19294400.0,19294400.0
1,339,175,339_175,622400.0,49,2.0,6.0,49,31,1492,19294400.0,19294400.0
1,338,176,338_176,622400.0,49,2.0,6.0,49,31,1492,19294400.0,19294400.0
1,338,175,338_175,622400.0,49,2.0,6.0,49,31,1492,19294400.0,19294400.0
1,337,176,337_176,622400.0,49,2.0,6.0,49,31,1492,19294400.0,19294400.0
1,337,175,337_175,622400.0,49,2.0,6.0,49,31,1492,19294400.0,19294400.0
1,342,154,342_154,0.0,49,,,49,31,1492,0.0,0.0
1,342,153,342_153,0.0,49,,,49,31,1492,0.0,0.0
1,341,154,341_154,0.0,49,,,49,31,1492,0.0,0.0
1,341,153,341_153,0.0,49,,,49,31,1492,0.0,0.0
1,342,164,342_164,0.0,49,,,49,31,1492,0.0,0.0
1,342,163,342_163,0.0,49,,,49,31,1492,0.0,0.0
1,342,162,342_162,0.0,49,,,49,31,1492,0.0,0.0
1,342,161,342_161,0.0,49,,,49,31,1492,0.0,0.0
1,342,160,342_160,0.0,49,,,49,31,1492,0.0,0.0
1,342,159,342_159,0.0,49,,,49,31,1492,0.0,0.0
1,341,164,341_164,0.0,49,,,49,31,1492,0.0,0.0
1,341,163,341_163,0.0,49,,,49,31,1492,0.0,0.0
1,341,162,341_162,0.0,49,,,49,31,1492,0.0,0.0
1,341,161,341_161,0.0,49,,,49,31,1492,0.0,0.0
1,341,160,341_160,0.0,49,,,49,31,1492,0.0,0.0
1,341,159,341_159,0.0,49,,,49,31,1492,0.0,0.0
1,344,164,344_164,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,344,163,344_163,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,344,162,344_162,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,344,161,344_161,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,343,164,343_164,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,343,163,343_163,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,343,162,343_162,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,343,161,343_161,121000.0,49,1.0,14.0,49,31,1492,3751000.0,3751000.0
1,344,155,344_155,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,344,154,344_154,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,343,156,343_156,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,343,155,343_155,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,343,154,343_154,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,342,156,342_156,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,342,155,342_155,608800.0,49,1.0,3.0,49,31,1492,18872800.0,18872800.0
1,351,164,351_164,0.0,49,,,49,31,1492,0.0,0.0
1,351,163,351_163,0.0,49,,,49,31,1492,0.0,0.0
1,351,162,351_162,0.0,49,,,49,31,1492,0.0,0.0
1,351,161,351_161,0.0,49,,,49,31,1492,0.0,0.0
1,351,160,351_160,0.0,49,,,49,31,1492,0.0,0.0
1,351,159,351_159,0.0,49,,,49,31,1492,0.0,0.0
1,351,158,351_158,0.0,49,,,49,31,1492,0.0,0.0
1,350,164,350_164,0.0,49,,,49,31,1492,0.0,0.0
1,350,163,350_163,0.0,49,,,49,31,1492,0.0,0.0
1,350,162,350_162,0.0,49,,,49,31,1492,0.0,0.0
1,350,161,350_161,0.0,49,,,49,31,1492,0.0,0.0
1,350,160,350_160,0.0,49,,,49,31,1492,0.0,0.0
1,350,159,350_159,0.0,49,,,49,31,1492,0.0,0.0
1,350,158,350_158,0.0,49,,,49,31,1492,0.0,0.0
1,349,164,349_164,0.0,49,,,49,31,1492,0.0,0.0
1,349,163,349_163,0.0,49,,,49,31,1492,0.0,0.0
1,349,162,349_162,0.0,49,,,49,31,1492,0.0,0.0
1,349,161,349_161,0.0,49,,,49,31,1492,0.0,0.0
1,349,160,349_160,0.0,49,,,49,31,1492,0.0,0.0
1,349,159,349_159,0.0,49,,,49,31,1492,0.0,0.0
1,349,158,349_158,0.0,49,,,49,31,1492,0.0,0.0
1,348,164,348_164,0.0,49,,,49,31,1492,0.0,0.0
1,348,163,348_163,0.0,49,,,49,31,1492,0.0,0.0
1,348,162,348_162,0.0,49,,,49,31,1492,0.0,0.0
1,348,161,348_161,0.0,49,,,49,31,1492,0.0,0.0
1,348,160,348_160,0.0,49,,,49,31,1492,0.0,0.0
1,348,159,348_159,0.0,49,,,49,31,1492,0.0,0.0
1,348,158,348_158,0.0,49,,,49,31,1492,0.0,0.0
1,347,164,347_164,0.0,49,,,49,31,1492,0.0,0.0
1,347,163,347_163,0.0,49,,,49,31,1492,0.0,0.0
1,347,162,347_162,0.0,49,,,49,31,1492,0.0,0.0
1,347,161,347_161,0.0,49,,,49,31,1492,0.0,0.0
1,347,160,347_160,0.0,49,,,49,31,1492,0.0,0.0
1,347,159,347_159,0.0,49,,,49,31,1492,0.0,0.0
1,347,158,347_158,0.0,49,,,49,31,1492,0.0,0.0
1,346,160,346_160,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,346,159,346_159,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,346,158,346_158,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,345,160,345_160,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,345,159,345_159,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,345,158,345_158,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,345,157,345_157,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,345,156,345_156,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,344,159,344_159,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,344,158,344_158,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,344,157,344_157,181600.0,49,1.0,4.0,49,31,1492,5629600.0,5629600.0
1,203,611,203_611,0.0,50,,,50,28,1520,0.0,0.0
1,203,610,203_610,0.0,50,,,50,28,1520,0.0,0.0
1,202,611,202_611,0.0,50,,,50,28,1520,0.0,0.0
1,202,610,202_610,0.0,50,,,50,28,1520,0.0,0.0
1,201,611,201_611,0.0,50,,,50,28,1520,0.0,0.0
1,201,610,201_610,0.0,50,,,50,28,1520,0.0,0.0
1,200,617,200_617,0.0,50,,,50,28,1520,0.0,0.0
1,200,616,200_616,0.0,50,,,50,28,1520,0.0,0.0
1,200,615,200_615,0.0,50,,,50,28,1520,0.0,0.0
1,199,617,199_617,0.0,50,,,50,28,1520,0.0,0.0
1,199,616,199_616,0.0,50,,,50,28,1520,0.0,0.0
1,199,615,199_615,0.0,50,,,50,28,1520,0.0,0.0
1,198,617,198_617,0.0,50,,,50,28,1520,0.0,0.0
1,198,616,198_616,0.0,50,,,50,28,1520,0.0,0.0
1,198,615,198_615,0.0,50,,,50,28,1520,0.0,0.0
1,203,613,203_613,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,203,612,203_612,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,202,614,202_614,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,202,613,202_613,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,202,612,202_612,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,201,614,201_614,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,201,613,201_613,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,201,612,201_612,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,200,614,200_614,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,200,613,200_613,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,200,612,200_612,24950.0,50,4.0,10.0,50,28,1520,698600.0,698600.0
1,219,640,219_640,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,219,639,219_639,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,219,638,219_638,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,219,637,219_637,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,219,636,219_636,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,219,635,219_635,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,219,634,219_634,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,640,218_640,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,639,218_639,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,638,218_638,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,637,218_637,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,636,218_636,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,635,218_635,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,218,634,218_634,17730.0,50,5.0,25.0,50,28,1520,496440.0,496440.0
1,226,642,226_642,0.0,50,,,50,28,1520,0.0,0.0
1,226,641,226_641,0.0,50,,,50,28,1520,0.0,0.0
1,226,640,226_640,0.0,50,,,50,28,1520,0.0,0.0
1,226,639,226_639,0.0,50,,,50,28,1520,0.0,0.0
1,226,638,226_638,0.0,50,,,50,28,1520,0.0,0.0
1,225,642,225_642,0.0,50,,,50,28,1520,0.0,0.0
1,225,641,225_641,0.0,50,,,50,28,1520,0.0,0.0
1,225,640,225_640,0.0,50,,,50,28,1520,0.0,0.0
1,225,639,225_639,0.0,50,,,50,28,1520,0.0,0.0
1,225,638,225_638,0.0,50,,,50,28,1520,0.0,0.0
1,224,642,224_642,0.0,50,,,50,28,1520,0.0,0.0
1,224,641,224_641,0.0,50,,,50,28,1520,0.0,0.0
1,224,640,224_640,0.0,50,,,50,28,1520,0.0,0.0
1,224,639,224_639,0.0,50,,,50,28,1520,0.0,0.0
1,224,638,224_638,0.0,50,,,50,28,1520,0.0,0.0
1,223,642,223_642,0.0,50,,,50,28,1520,0.0,0.0
1,223,641,223_641,0.0,50,,,50,28,1520,0.0,0.0
1,223,640,223_640,0.0,50,,,50,28,1520,0.0,0.0
1,223,639,223_639,0.0,50,,,50,28,1520,0.0,0.0
1,223,638,223_638,0.0,50,,,50,28,1520,0.0,0.0
1,222,642,222_642,0.0,50,,,50,28,1520,0.0,0.0
1,222,641,222_641,0.0,50,,,50,28,1520,0.0,0.0
1,222,640,222_640,0.0,50,,,50,28,1520,0.0,0.0
1,222,639,222_639,0.0,50,,,50,28,1520,0.0,0.0
1,222,638,222_638,0.0,50,,,50,28,1520,0.0,0.0
1,224,637,224_637,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,224,636,224_636,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,224,635,224_635,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,224,634,224_634,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,223,637,223_637,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,223,636,223_636,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,223,635,223_635,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,223,634,223_634,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,222,637,222_637,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,222,636,222_636,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,222,635,222_635,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,222,634,222_634,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,640,221_640,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,639,221_639,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,638,221_638,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,637,221_637,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,636,221_636,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,635,221_635,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,221,634,221_634,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,640,220_640,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,639,220_639,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,638,220_638,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,637,220_637,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,636,220_636,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,635,220_635,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,220,634,220_634,8864.0,50,5.0,12.0,50,28,1520,248192.0,248192.0
1,226,629,226_629,0.0,50,,,50,28,1520,0.0,0.0
1,226,628,226_628,0.0,50,,,50,28,1520,0.0,0.0
1,226,627,226_627,0.0,50,,,50,28,1520,0.0,0.0
1,226,626,226_626,0.0,50,,,50,28,1520,0.0,0.0
1,225,629,225_629,0.0,50,,,50,28,1520,0.0,0.0
1,225,628,225_628,0.0,50,,,50,28,1520,0.0,0.0
1,225,627,225_627,0.0,50,,,50,28,1520,0.0,0.0
1,225,626,225_626,0.0,50,,,50,28,1520,0.0,0.0
1,224,629,224_629,0.0,50,,,50,28,1520,0.0,0.0
1,224,628,224_628,0.0,50,,,50,28,1520,0.0,0.0
1,224,627,224_627,0.0,50,,,50,28,1520,0.0,0.0
1,224,626,224_626,0.0,50,,,50,28,1520,0.0,0.0
1,223,629,223_629,0.0,50,,,50,28,1520,0.0,0.0
1,223,628,223_628,0.0,50,,,50,28,1520,0.0,0.0
1,223,627,223_627,0.0,50,,,50,28,1520,0.0,0.0
1,223,626,223_626,0.0,50,,,50,28,1520,0.0,0.0
1,222,629,222_629,0.0,50,,,50,28,1520,0.0,0.0
1,222,628,222_628,0.0,50,,,50,28,1520,0.0,0.0
1,222,627,222_627,0.0,50,,,50,28,1520,0.0,0.0
1,222,626,222_626,0.0,50,,,50,28,1520,0.0,0.0
1,221,629,221_629,0.0,50,,,50,28,1520,0.0,0.0
1,221,628,221_628,0.0,50,,,50,28,1520,0.0,0.0
1,221,627,221_627,0.0,50,,,50,28,1520,0.0,0.0
1,221,626,221_626,0.0,50,,,50,28,1520,0.0,0.0
1,220,629,220_629,0.0,50,,,50,28,1520,0.0,0.0
1,220,628,220_628,0.0,50,,,50,28,1520,0.0,0.0
1,220,627,220_627,0.0,50,,,50,28,1520,0.0,0.0
1,220,626,220_626,0.0,50,,,50,28,1520,0.0,0.0
1,219,629,219_629,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,219,628,219_628,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,219,627,219_627,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,219,626,219_626,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,218,629,218_629,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,218,628,218_628,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,218,627,218_627,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,218,626,218_626,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,217,629,217_629,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,217,628,217_628,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,217,627,217_627,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,217,626,217_626,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,216,629,216_629,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,216,628,216_628,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,216,627,216_627,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,216,626,216_626,40770.0,50,5.0,13.0,50,28,1520,1141560.0,1141560.0
1,215,600,215_600,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,215,599,215_599,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,215,598,215_598,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,215,597,215_597,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,215,596,215_596,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,214,600,214_600,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,214,599,214_599,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,214,598,214_598,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,214,597,214_597,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,214,596,214_596,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,213,600,213_600,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,213,599,213_599,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
1,213,598,213_598,72460.0,50,3.0,9.0,50,28,1520,2028880.0,2028880.0
